,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,latitude,longitude,pet,laundry,parking,Apartment_type
445,Beautiful 3 bedroom apartments for rent,2400.0,1000.0,https://newyork.craigslist.org/brx/apa/d/bronx-beautiful-bedroom-apartments-for/7278911056.html,3.0, (morris park),2021-02-17 17:09,1.0,40.8434,-73.8602,no pet,no laundry,no,multi
446,No fee- one bedroom,2995.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-one-bedroom/7278909516.html,1.0, (New York),2021-02-17 17:06,1.0,40.7613,-73.9607,no pet,on site,no,multi
447,No fee 2 bedroom for rent on Maspeth / Ridgewood boarder,1700.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/maspeth-no-fee-bedroom-for-rent-on/7278908964.html,2.0, (Maspeth),2021-02-17 17:05,1.0,40.714925,-73.910396,no pet,no laundry,no,multi
448,No Fee* Spacious Renovated 3 Bed w/ Home Office in Bushwick !,2550.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-spacious-renovated-bed/7278908423.html,3.0, (Bushwick/ Bed-Stuy),2021-02-17 17:04,1.0,40.689827,-73.92238,both pets,no laundry,no,multi
449,Breathtaking views and incredible amenities! 1 bed 1 bath 765 sqft,1734.0,765.0,https://newyork.craigslist.org/fct/apa/d/stamford-breathtaking-views-and/7278905669.html,1.0, (Stamford),2021-02-17 16:58,1.0,41.0888,-73.5435,both pets,on site,off-street,multi
450,"Just what you wanted! A great 2 bed, 1 bath in Stamford",1909.0,922.0,https://newyork.craigslist.org/fct/apa/d/stamford-just-what-you-wanted-great-bed/7278900326.html,2.0, (Stamford),2021-02-17 16:48,1.0,41.0888,-73.5435,both pets,on site,off-street,multi
453,LUXURY UWS DREAM STUDIO DEAL,1900.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-luxury-uws-dream-studio-deal/7278898550.html,0.0, (Upper West Side),2021-02-17 16:45,1.0,40.7864,-73.9764,both pets,on site,no,multi
454,NO FEE $1575 large 1 bedroom by owner,1575.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/astoria-no-fee-1575-large-bedroom-by/7278896178.html,1.0, (astoria),2021-02-17 16:40,1.0,40.783061,-73.919087,both pets,no laundry,no,multi
455,5 BEDROOM APARTMENT IN GREENPOINT!!! WOAH! CRAZY GOOD DEAL,3200.0,1712.75,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-apartment-in/7278896150.html,5.0, (GREENPOINT),2021-02-17 16:40,2.0,40.7272,-73.9498,both pets,no laundry,no,multi
456,GREAT LOCATION! GREAT LAYOUT! GREAT RATE! 1BED APT AVAILABLE!,1670.0,717.6746411483253,https://newyork.craigslist.org/fct/apa/d/norwalk-great-location-great-layout/7278894481.html,1.0, (Norwalk),2021-02-17 16:37,1.0,41.1222,-73.4358,both pets,on site,off-street,multi
457,*********APARTMENT AVAILABLE BY NORWALK HOSPITAL********,1670.0,717.6746411483253,https://newyork.craigslist.org/fct/apa/d/norwalk-apartment-available-by-norwalk/7278893815.html,1.0, (Norwalk),2021-02-17 16:35,1.0,41.1222,-73.4358,both pets,on site,off-street,multi
458,Get A Great Special If You Move ASAP!,1670.0,717.6746411483253,https://newyork.craigslist.org/fct/apa/d/norwalk-get-great-special-if-you-move/7278893346.html,1.0, (Norwalk),2021-02-17 16:34,1.0,41.1222,-73.4358,both pets,on site,off-street,multi
459,No Fee* SPACIOUS 3 Bed in Heart Of Ridgewood Near M & L Trains,2595.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/brooklyn-no-fee-spacious-bed-in-heart/7278887695.html,3.0, (Ridgewood / Bushwick),2021-02-17 16:24,1.0,40.700027,-73.90278,both pets,no laundry,no,multi
460,NICE!! 3 BEDROOMS AND A BACKYARD! **PRIME FRANKLIN AVE LOCATION**,2500.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-nice-bedrooms-and-backyard/7278886365.html,3.0, (BED-STUY),2021-02-17 16:21,1.0,40.7012,-73.9436,both pets,on site,no,multi
461,Beautiful Large 1Bed/1Bath apartment in PRIME Prospect Heights!,2095.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-large-1bed-1bath/7278884835.html,1.0, (Prospect Heights),2021-02-17 16:19,1.0,40.674013,-73.964687,both pets,no laundry,no,multi
462,"Spacious Studio - Strip Wood Flooring, Solar Shades, Eastern Exposure",1650.0,497.9347826086956,https://newyork.craigslist.org/que/apa/d/long-island-city-spacious-studio-strip/7278884741.html,0.0, (Long Island City),2021-02-17 16:18,1.0,40.74512,-73.957344,both pets,on site,no,multi
464,Large 1st floor 2 BR w/Private Yard,2250.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-1st-floor-br-private-yard/7278882108.html,2.0," (Stuyvesant Heights @ Myrtle J,M,Z)",2021-02-17 16:14,1.0,40.694821,-73.934417,both pets,no laundry,no,multi
465,1 bedroom,2000.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom/7278881999.html,1.0, (Carroll gardens),2021-02-17 16:14,1.0,40.683177,-74.004872,no pet,no laundry,off-street,multi
466,"2 BR, Dinette, Custom Kitch, d/w, laundry, parking",1745.0,950.0,https://newyork.craigslist.org/wch/apa/d/white-plains-br-dinette-custom-kitch-w/7278880729.html,2.0, (White Plains),2021-02-17 16:11,1.0,41.0499,-73.7776,no pet,on site,off-street,multi
467,FULL SERVICE BUILDING- 2/BED 2/BATH PRIME TRIBECA  W/D IN UNIT- NO FEE,3400.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-full-service-building-bed-bath/7278880104.html,2.0, (TriBeCa),2021-02-17 16:10,2.0,40.719982,-74.010765,both pets,in unit,no,multi
469,"*NEW SHINING LAYOUT ""2 BR.""/ NO FEE / ELEV.LAUND./ EAST 29 ST. & 3 AV.",2000.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-new-shining-layout-br-no-fee/7278875780.html,2.0, (Lower East Side),2021-02-17 16:03,1.0,40.7443,-73.9781,no pet,on site,no,multi
470,3 bedroom,3200.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom/7278875389.html,3.0, (Carroll gardens),2021-02-17 16:02,1.0,40.683714,-74.000623,no pet,no laundry,off-street,multi
471,Huge 3 bed right next to Prospect Park!,2150.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-bed-right-next-to/7278874661.html,3.0, (Brooklyn),2021-02-17 16:01,1.0,40.6514,-73.9558,both pets,on site,no,multi
472,"Massive 1 Bedroom, king sized room, East Williamsburg!",2400.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-massive-bedroom-king-sized/7278870629.html,1.0, (Brooklyn),2021-02-17 15:54,1.0,40.7064,-73.927,both pets,on site,no,multi
473,"Lux Living In Harlem | Roof Deck, Gym, Laundry, Flr to Ceiling, No FEE",2700.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-lux-living-in-harlem-roof-deck/7278870582.html,1.0, (Harlem / Morningside),2021-02-17 15:54,1.0,40.8116,-73.955,both pets,on site,no,multi
474,Studio---Priced Below Market---Must See Won't Last!,1650.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-studio-priced-below-market/7278870570.html,0.0, (Financial District),2021-02-17 15:54,1.0,40.705069,-74.011486,both pets,on site,proctected,multi
475,Prepare to live in luxury at Apex Hudson Riverfront! Call us today!,1870.0,718.0,https://newyork.craigslist.org/wch/apa/d/yonkers-prepare-to-live-in-luxury-at/7278870050.html,1.0, (Yonkers),2021-02-17 15:53,1.0,40.936044,-73.902845,both pets,in unit,proctected,multi
476,Huge 3 bed 2 Bath in Crown Heights $2100!,2100.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-bed-bath-in-crown-heights/7278869288.html,3.0, (Brooklyn),2021-02-17 15:52,2.0,40.6764,-73.9248,both pets,no laundry,no,multi
477,***2 Months FREE**Amazing Renovated 2 Bedroom in The Lower East Side**,2985.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-months-freeamazing-renovated/7278868841.html,2.0, (Lower East Side),2021-02-17 15:51,1.0,40.719642,-73.984779,dogs,in unit,no,multi
478,"Oh it’s So Beautiful | New Dev | No Fee |Doorman, Amenities,Flr window",2442.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-oh-its-so-beautiful-new-dev-no/7278868763.html,1.0, (East Harlem),2021-02-17 15:51,1.0,40.808508,-73.935285,both pets,on site,proctected,multi
479,**New Listing - Large 3/1 in Prime East Village in Elevator Building!,3000.0,1103.2173913043478,https://newyork.craigslist.org/mnh/apa/d/new-york-new-listing-large-1-in-prime/7278868581.html,3.0, (East Village),2021-02-17 15:50,1.0,40.723389,-73.984294,both pets,no laundry,no,multi
480,Huge King Sized Studio apartment $1600!,1595.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-king-sized-studio/7278868310.html,1.0, (Brooklyn),2021-02-17 15:50,1.0,40.6474,-73.9592,both pets,on site,no,multi
481,"Take a Look And Make It Yours | Gym, Roof, Laundry, LUX DEV | NO FEE",3200.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-take-look-and-make-it-yours/7278867987.html,2.0, (Harlem / Morningside),2021-02-17 15:49,1.0,40.8116,-73.955,both pets,on site,no,multi
482,"Exposed Bricks, great lighting, amazing price and No FEE |Check it out",2250.0,1103.2173913043478,https://newyork.craigslist.org/mnh/apa/d/new-york-exposed-bricks-great-lighting/7278865535.html,3.0, (Harlem / Morningside),2021-02-17 15:45,1.0,40.8246,-73.9507,both pets,no laundry,no,multi
483,// NO FEE + 3 MONTHS FREE // HUGE 3BR // 24/7 DOORMAN // FREE HEALTH C,3400.0,1103.2173913043478,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-months-free-huge-3br-24/7278865504.html,3.0, (Upper East Side),2021-02-17 15:45,1.0,40.78417,-73.94795,both pets,no laundry,no,multi
484,"DREAM 3Br-2bath duplex backyard, washer-dryer, guest-house and parking",3900.0,1800.0,https://newyork.craigslist.org/que/apa/d/forest-hills-dream-3br-2bath-duplex/7278863674.html,3.0, (Forest Hills),2021-02-17 15:41,2.0,40.712638,-73.847244,both pets,in unit,off-street,multi
485,1MONTH FREE HUGE STUDIO BACKYARD GREAT NEIGHBORHOOD 73&1ST,1550.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-1month-free-huge-studio/7278863406.html,0.0, (Upper East Side),2021-02-17 15:41,1.0,40.769117,-73.956998,no pet,on site,no,multi
486,NO FEE! 1BR in E. Norwalk - Walk to RR,1450.0,600.0,https://newyork.craigslist.org/fct/apa/d/norwalk-no-fee-1br-in-norwalk-walk-to-rr/7278863209.html,1.0," (Norwalk, CT)",2021-02-17 15:40,1.0,41.1014,-73.4011,no pet,on site,off-street,multi
487,*BEDSTUY *4BR 2.5BA TRIPLEX WITH MASSIVE YARD&W.D HOOK UP*NO FEE*APR 1,3795.0,2000.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedstuy-4br-25ba-triplex-with/7278860824.html,4.0, (BED STUY/NO FEE/JMZ TRAINS),2021-02-17 15:36,2.5,40.687082,-73.9364,no pet,no laundry,no,multi
488,2BR Apartment - 1 Month FREE,2100.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/woodside-2br-apartment-month-free/7278859795.html,2.0, (Woodside),2021-02-17 15:35,1.0,40.748619,-73.897734,both pets,no laundry,no,multi
489,Large 3br for rent by owner,3500.0,1103.2173913043478,https://newyork.craigslist.org/wch/apa/d/hastings-on-hudson-large-3br-for-rent/7278859716.html,3.0, (Hastings on Hudson),2021-02-17 15:34,1.0,40.9878,-73.863,no pet,on site,off-street,multi
490,Gut renovated 4BR On Claremont Ave! Walking distance to Columbia,3333.0,1235.952380952381,https://newyork.craigslist.org/mnh/apa/d/new-york-gut-renovated-4br-on-claremont/7278858531.html,4.0, (Harlem / Morningside),2021-02-17 15:32,1.0,40.815108,-73.960004,both pets,in unit,no,multi
492,huuuuuge and renovated,1700.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-huuuuuge-and-renovated/7278858053.html,1.0, (Gramercy),2021-02-17 15:31,1.0,40.740469,-73.981258,both pets,no laundry,no,multi
495,2BR Apartment - 1 Month FREE,2200.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/sunnyside-2br-apartment-month-free/7278855647.html,2.0, (Woodside),2021-02-17 15:27,1.0,40.74259,-73.919717,both pets,no laundry,no,multi
496,NO FEE_NEWLY RENO. GORGEOUS 1BR W/PRIVATE TERRACE🌻W/D IN UNIT🌻G🚆,2475.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-feenewly-reno-gorgeous-1br/7278855471.html,1.0, (🌻Bed-Stuy🌻  @ Nostrand Ave. & Lafayette Ave),2021-02-17 15:27,1.0,40.6924,-73.9666,both pets,in unit,no,multi
497,Large 2 bedrooms apartment,2199.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-bedrooms-apartment/7278854968.html,2.0, (Bushwick),2021-02-17 15:26,1.0,40.686032,-73.932669,both pets,on site,no,multi
499,NO FEE 2BR REAL STEAL  QUIET NEIGHBORHOOD 75 &1ST,1650.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-2br-real-steal-quiet/7278854434.html,2.0, (Upper East Side),2021-02-17 15:25,1.0,40.769406,-73.953747,cats,on site,no,multi
501,BIGGEST — PARKING — BBQ ROOF — KING SIZE BEDOOM!!!!!!!!,2600.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-biggest-parking-bbq-roof-king/7278852808.html,1.0, (Bushwick),2021-02-17 15:22,1.0,40.7012,-73.9436,both pets,no laundry,proctected,multi
502,Large 2 bedrooms and hue finish basement - No Fee,2299.0,925.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-bedrooms-and-hue-finish/7278852690.html,2.0, (bedstuy),2021-02-17 15:22,1.5,40.684451,-73.920304,both pets,on site,no,double
503,"*""GIGANTIC 3 BR."" / MASSIVE LAYOUT / NO FEE / LAUND./EAST 53 ST. & 3 A",2579.0,1103.2173913043478,https://newyork.craigslist.org/mnh/apa/d/new-york-gigantic-br-massive-layout-no/7278852485.html,3.0, (Midtown East),2021-02-17 15:21,1.0,40.757357,-73.96857,cats,on site,no,multi
504,🌼Boerum Hill🌼Sunny&Spacious 1 Bedroom Duplex🌼All Trains🌼No Fee🌼,1990.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-boerum-hillsunnyspacious/7278852467.html,1.0, (Boerum Hill),2021-02-17 15:21,1.0,40.681631,-73.981376,both pets,on site,no,multi
505,PARKING!!!  #!1 ******** Luxury Building !! BBQ Station - GYM,2900.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-parking-luxury-building-bbq/7278852110.html,2.0, (Bushwick),2021-02-17 15:21,2.0,40.7012,-73.9436,both pets,no laundry,proctected,multi
506,"What a great place to live! 1 bd, 1 ba, 768 sq ft. Come home today!",1719.0,768.0,https://newyork.craigslist.org/fct/apa/d/stamford-what-great-place-to-live-bd-ba/7278851807.html,1.0, (Stamford),2021-02-17 15:20,1.0,41.0888,-73.5435,both pets,on site,off-street,multi
507,4BR Flex to 5. Huge Duplex W/D In unit!,3167.0,1235.952380952381,https://newyork.craigslist.org/mnh/apa/d/new-york-4br-flex-to-huge-duplex-d-in/7278850709.html,4.0, (Harlem / Morningside),2021-02-17 15:18,1.0,40.814946,-73.960154,both pets,in unit,no,multi
508,"Luxe, Bright, Airy Triplex in Landmark Townhouse",5995.0,2400.0,https://newyork.craigslist.org/mnh/apa/d/new-york-luxe-bright-airy-triplex-in/7278849767.html,4.0, (Harlem / Morningside),2021-02-17 15:17,2.5,40.806208,-73.945928,both pets,in unit,no,multi
509,LARGE 2bd1br w/ riverside views in West Harlem!,2200.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-large-2bd1br-riverside-views/7278849172.html,2.0, (Harlem / Morningside),2021-02-17 15:16,1.0,40.820256,-73.956978,both pets,on site,no,multi
510,🟢Luxury🔴LARGE 2BR LAUNDRY/GYM/GAME ROOM/PARKING J/M/Z TRAIN NO FEE,2395.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-luxurylarge-2br-laundry-gym/7278848715.html,2.0, (Bushwick/willamsburg),2021-02-17 15:15,1.0,40.69825,-73.929964,no pet,no laundry,no,multi
511,"Nice Two bed room apartment, new! (New Rochelle)",1970.0,1100.0,https://newyork.craigslist.org/wch/apa/d/new-rochelle-nice-two-bed-room/7278845903.html,2.0, (New Rochelle),2021-02-17 15:10,1.0,40.9166,-73.7877,no pet,no laundry,off-street,multi
512,3BR 3Bath Duplex in UWS Townhouse,3750.0,1400.0,https://newyork.craigslist.org/mnh/apa/d/new-york-3br-3bath-duplex-in-uws/7278845671.html,3.0, (Upper West Side),2021-02-17 15:09,2.0,40.792648,-73.969118,both pets,in unit,no,multi
513,"Wonderful amenities, spacious floorplans, and washer/dryer in unit!",2670.0,1067.0,https://newyork.craigslist.org/wch/apa/d/yonkers-wonderful-amenities-spacious/7278845603.html,2.0, (Yonkers),2021-02-17 15:09,2.0,40.936044,-73.902845,both pets,in unit,proctected,multi
514,Large 3 flex 4 bedrooms and an office space - No Fee,3599.0,1622.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-flex-bedrooms-and-an/7278845444.html,4.0, (bedstuy),2021-02-17 15:09,1.0,40.694215,-73.959311,both pets,on site,no,double
515,Attention Students!! Huge 2BR W/D In unit close to Columbia,3000.0,1103.2173913043478,https://newyork.craigslist.org/mnh/apa/d/new-york-attention-students-huge-2br-d/7278843146.html,3.0, (Harlem / Morningside),2021-02-17 15:05,1.0,40.815141,-73.959982,both pets,in unit,no,multi
517,NO FEE! GUT RENOVATED 1 BR W/ LAUNDRY IN BUILDING - 1/2/3 & B/C TRAINS,2150.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-gut-renovated-br/7278841374.html,1.0, (Upper West Side),2021-02-17 15:02,1.0,40.7864,-73.9764,both pets,no laundry,no,multi
518,(ID:3255653) Nice 2 Bedroom Railroad Apartment in Whitestone $1850,1850.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/brooklyn-id-nice-bedroom-railroad/7278840896.html,2.0, (Whitestone),2021-02-17 15:01,1.0,40.60037,-73.98549,no pet,no laundry,no,multi
519,"111 West 94th Street Apt 3D, NY Studio for rent",2000.0,350.0,https://newyork.craigslist.org/mnh/apa/d/new-york-111-west-94th-street-apt-3d-ny/7278839725.html,0.0, (Upper West Side),2021-02-17 14:59,1.0,40.791562,-73.968466,cats,on site,no,multi
520,CHARMING OCEAN VIEW DUPLEX 3 Br,2001.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-charming-ocean-view-duplex-br/7278839442.html,3.0, (Coney Island),2021-02-17 14:59,1.0,40.5767,-73.9884,no pet,on site,proctected,multi
521,NEW HUGE LOFTY 2 BED.. ELEVATOR..NEAR PRATT..G TRAIN..RENOVATED,2400.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-new-huge-lofty-bed/7278839338.html,2.0, (Clinton hill),2021-02-17 14:59,1.0,40.692369,-73.959811,both pets,on site,no,multi
522,GORGEOUS STUDIO IN GORGEOUS BUILDING FOR A STEAL!!!,1850.0,414.0,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-studio-in-gorgeous/7278838574.html,0.0, (Financial District),2021-02-17 14:57,1.0,40.706921,-74.011266,both pets,on site,proctected,multi
523,"Modern 3BR by Jefferson L, Maria Hernandez Park! Washer/dryer in unit",2067.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-modern-3br-by-jefferson-maria/7278838453.html,3.0, (BUSHWICK),2021-02-17 14:57,1.0,40.704359,-73.925843,both pets,in unit,no,multi
524,TRUE THREE BED / TWO BATH DUPLEX,2905.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-true-three-bed-two-bath-duplex/7278837841.html,3.0, (Bedstuy),2021-02-17 14:56,2.0,40.690369,-73.927547,both pets,on site,no,multi
527,2 BR 2 BATH - 2 Balconies!!! TRUE APT w/ proper living room,2420.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-br-bath-balconies-true-apt/7278835907.html,2.0, (Bedstuy),2021-02-17 14:53,2.0,40.690369,-73.927547,both pets,on site,no,multi
529,Renovated 2 bedroom w/ skylight and laundry in building.,1900.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-renovated-bedroom-skylight-and/7278833466.html,2.0, (Ocean HIll @ C rockaway),2021-02-17 14:49,1.0,40.678278,-73.910799,both pets,on site,no,multi
530,Renovated 1BR in a Full service Building close to Columbia,2167.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-renovated-1br-in-full-service/7278832688.html,1.0, (Harlem / Morningside),2021-02-17 14:47,1.0,40.815687,-73.958292,both pets,on site,no,multi
531,"Beautiful 2Bed/1Bath, Exposed Brick, Heat/ HW Includ-NO FEE-1st MONTH",2200.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-2bed-1bath-exposed/7278830320.html,2.0, (Bushwick),2021-02-17 14:43,1.0,40.700675,-73.921631,both pets,no laundry,no,multi
